,ts,device,co,humidity,light,lpg,motion,smoke,temp
68,1970-01-01 00:00:01.594512211,1c:bf:ce:15:ec:4d,0.0043910039545833,78.19999694824219,True,0.0070094585431387,False,0.0185889075400507,27.0
69,1970-01-01 00:00:01.594512211,00:0f:00:70:91:0a,0.0029050147565559,76.0,False,0.0051986974792943,False,0.0135087333295562,19.799999237060547
70,1970-01-01 00:00:01.594512212,b8:27:eb:bf:9d:51,0.0049375502303336,50.9,False,0.0076302761057215,False,0.0203527240087818,22.7
71,1970-01-01 00:00:01.594512216,00:0f:00:70:91:0a,0.0028400886071015,76.19999694824219,False,0.005114383400977,False,0.0132748367048515,19.799999237060547
72,1970-01-01 00:00:01.594512216,b8:27:eb:bf:9d:51,0.0049702557644185,50.9,False,0.0076668047981169,False,0.0204568196070641,22.6
73,1970-01-01 00:00:01.594512216,1c:bf:ce:15:ec:4d,0.004349401797742,78.30000305175781,True,0.0069613537299617,False,0.0184526685948514,27.0
74,1970-01-01 00:00:01.594512219,b8:27:eb:bf:9d:51,0.0049417500449918,50.9,False,0.0076349706002614,False,0.0203660999828123,22.6
75,1970-01-01 00:00:01.594512220,1c:bf:ce:15:ec:4d,0.0043592626701468,78.19999694824219,True,0.0069727673788801,False,0.018484987707806,27.0
76,1970-01-01 00:00:01.594512222,00:0f:00:70:91:0a,0.0029050147565559,76.0,False,0.0051986974792943,False,0.0135087333295562,19.700000762939453
77,1970-01-01 00:00:01.594512223,b8:27:eb:bf:9d:51,0.0049262092366209,50.8,False,0.0076175937782167,False,0.0203165911924205,22.6
78,1970-01-01 00:00:01.594512226,1c:bf:ce:15:ec:4d,0.0044514976308125,78.19999694824219,True,0.0070791835001313,False,0.0187864905644235,27.0
79,1970-01-01 00:00:01.594512226,00:0f:00:70:91:0a,0.0028400886071015,76.19999694824219,False,0.005114383400977,False,0.0132748367048515,19.799999237060547
80,1970-01-01 00:00:01.594512227,b8:27:eb:bf:9d:51,0.0049645645184779,50.8,False,0.0076604530556132,False,0.0204387166506673,22.6
81,1970-01-01 00:00:01.594512231,b8:27:eb:bf:9d:51,0.0049630865651488,50.8,False,0.007658803249312,False,0.020434014742767,22.6
82,1970-01-01 00:00:01.594512232,00:0f:00:70:91:0a,0.0028723411548629,76.0,False,0.0051563329356279,False,0.013391176782176,19.700000762939453
83,1970-01-01 00:00:01.594512233,1c:bf:ce:15:ec:4d,0.0044514976308125,78.19999694824219,True,0.0070791835001313,False,0.0187864905644235,27.0
84,1970-01-01 00:00:01.594512234,b8:27:eb:bf:9d:51,0.0049603605713037,50.9,False,0.0076557599267304,False,0.0204253415284995,22.6
85,1970-01-01 00:00:01.594512238,b8:27:eb:bf:9d:51,0.0049660046837051,50.9,False,0.0076620605492213,False,0.0204432980348301,22.6
86,1970-01-01 00:00:01.594512238,00:0f:00:70:91:0a,0.0028723411548629,76.0999984741211,False,0.0051563329356279,False,0.013391176782176,19.799999237060547
87,1970-01-01 00:00:01.594512240,1c:bf:ce:15:ec:4d,0.0044678607855881,78.19999694824219,True,0.0070979985177297,False,0.0188398303929132,27.0
88,1970-01-01 00:00:01.594512242,b8:27:eb:bf:9d:51,0.0049760123404216,50.9,False,0.007673227406398,False,0.0204751255761782,22.6
89,1970-01-01 00:00:01.594512243,00:0f:00:70:91:0a,0.0028723411548629,76.0,False,0.0051563329356279,False,0.013391176782176,19.799999237060547
90,1970-01-01 00:00:01.594512246,b8:27:eb:bf:9d:51,0.0049990326382737,51.0,False,0.0076988906303042,False,0.0205482823192142,22.7
91,1970-01-01 00:00:01.594512246,1c:bf:ce:15:ec:4d,0.0044393227660596,78.19999694824219,True,0.007065171934738,False,0.0187467746098437,27.0
92,1970-01-01 00:00:01.594512247,00:0f:00:70:91:0a,0.0027928260727185,76.0,False,0.0050526720657329,False,0.0131038089189969,19.799999237060547
93,1970-01-01 00:00:01.594512249,b8:27:eb:bf:9d:51,0.004927688483018,51.0,False,0.0076192484371979,False,0.0203213051962458,22.7
94,1970-01-01 00:00:01.594512253,00:0f:00:70:91:0a,0.0028723411548629,76.0,False,0.0051563329356279,False,0.013391176782176,19.700000762939453
95,1970-01-01 00:00:01.594512253,b8:27:eb:bf:9d:51,0.0049659230243843,51.0,False,0.0076619694056031,False,0.020443038272213,22.7
96,1970-01-01 00:00:01.594512253,1c:bf:ce:15:ec:4d,0.0044596705952071,78.0,True,0.0070885834922045,False,0.0188131379624161,27.0
97,1970-01-01 00:00:01.594512257,b8:27:eb:bf:9d:51,0.0049518063841803,51.0,False,0.0076462069547056,False,0.0203981178864249,22.6
98,1970-01-01 00:00:01.594512257,00:0f:00:70:91:0a,0.0028400886071015,76.0999984741211,False,0.005114383400977,False,0.0132748367048515,19.799999237060547
99,1970-01-01 00:00:01.594512258,1c:bf:ce:15:ec:4d,0.004427186101015,78.0,True,0.0070511937491574,False,0.0187071586215,27.0
